Country,Continent,Capital City,Abbreviation,Fact 1,Fact 1 Source,Fact 2,Fact 2 Source,Fact 3,Fact 3 Source,Fact 4,Fact 4 Source,Fact 5,Fact 5 Source,Fact 6,Fact 6 Source,Fact 7,Fact 7 Source,Fact 8,Fact 8 Source,Fact 9,Fact 9 Source,Fact 10,Fact 10 Source,Fact 11,Fact 11 Source,Fact 12,Fact 12 Source,Fact 13,Fact 13 Source,Fact 14,Fact 14 Source,Fact 15,Fact 15 Source,Fact 16,Fact 16 Source,Fact 17,Fact 17 Source,Fact 18,Fact 18 Source,Fact 19,Fact 19 Source,Fact 20,Fact 20 Source,Fact 21,Fact 21 Source,Fact 22,Fact 22 Source,Fact 23,Fact 23 Source,Fact 24,Fact 24 Source,Fact 25,Fact 25 Source,Fact 26,Fact 26 Source,Fact 27,Fact 27 Source,Fact 28,Fact 28 Source,Fact 29,Fact 29 Source,Fact 30,Fact 30 Source,Fact 31,Fact 31 Source,Fact 32,Fact 32 Source,Fact 33,Fact 33 Source,Fact 34,Fact 34 Source,Fact 35,Fact 35 Source,Fact 36,Fact 36 Source,Fact 37,Fact 37 Source,Fact 38,Fact 38 Source,Fact 39,Fact 39 Source,Fact 40,Fact 40 Source,Fact 41,Fact 41 Source,Fact 42,Fact 42 Source,Fact 43,Fact 43 Source,Fact 44,Fact 44 Source,Fact 45,Fact 45 Source,Fact 46,Fact 46 Source,Fact 47,Fact 47 Source,Fact 48,Fact 48 Source,Fact 49,Fact 49 Source,Fact 50,Fact 50 Source
Madagascar,Africa,Antananarivo,MDG,"Home to the world's smallest chameleon, Brookesia micra, which can sit on the tip of a matchstick.",https://en.wikipedia.org/wiki/Brookesia_micra,"The island is the fourth largest in the world, after Greenland, New Guinea, and Borneo.",https://en.wikipedia.org/wiki/Madagascar,Over 90% of its wildlife is found nowhere else on Earth.,https://en.wikipedia.org/wiki/Wildlife_of_Madagascar,The island was once part of the supercontinent Gondwana.,https://en.wikipedia.org/wiki/Geology_of_Madagascar,"The fossa, a carnivorous mammal, is the largest predator on the island.",https://en.wikipedia.org/wiki/Fossa_(animal),"The island is home to the baobab tree, known for its unique shape and longevity.",https://en.wikipedia.org/wiki/Adansonia,The island's official languages are Malagasy and French.,https://en.wikipedia.org/wiki/Madagascar,"The island has a tradition of famadihana, or 'turning of the bones,' a funerary tradition.",https://en.wikipedia.org/wiki/Famadihana,"The island's currency is the ariary, one of only two non-decimal currencies in the world.",https://en.wikipedia.org/wiki/Malagasy_ariary,"The island is known for its unique music genre, salegy, which is popular in the coastal regions.",https://en.wikipedia.org/wiki/Salegy,The island's national sport is rugby union.,https://en.wikipedia.org/wiki/Sport_in_Madagascar,The island has a unique form of traditional wrestling called moraingy.,https://en.wikipedia.org/wiki/Moraingy,The island is home to the world's largest population of lemurs.,https://en.wikipedia.org/wiki/Lemur,"The island's flag features a red, white, and green color scheme.",https://en.wikipedia.org/wiki/Flag_of_Madagascar,"The island's highest peak is Maromokotro, standing at 2,876 meters.",https://en.wikipedia.org/wiki/Maromokotro,The island has a unique form of polyphonic singing called hira gasy.,https://en.wikipedia.org/wiki/Hira_gasy,The island's traditional houses are built on stilts and made of natural materials.,https://en.wikipedia.org/wiki/Architecture_of_Madagascar,"The island's cuisine is known for its use of rice, which is a staple food.",https://en.wikipedia.org/wiki/Malagasy_cuisine,"The island has a unique species of moth, the comet moth, known for its long tail.",https://en.wikipedia.org/wiki/Argema_mittrei,"The island's traditional dance is called the hiragasy, which combines music, dance, and storytelling.",https://en.wikipedia.org/wiki/Hiragasy,The island is home to the world's largest vanilla producer.,https://en.wikipedia.org/wiki/Vanilla,The island's traditional zebu cattle are an important part of its culture and economy.,https://en.wikipedia.org/wiki/Zebu,"The island has a unique form of divination called sikidy, which uses seeds or stones.",https://en.wikipedia.org/wiki/Sikidy,"The island's traditional clothing includes the lamba, a type of wraparound cloth.",https://en.wikipedia.org/wiki/Lamba_(garment),The island's biodiversity is threatened by deforestation and habitat destruction.,https://en.wikipedia.org/wiki/Environmental_issues_in_Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Africa,Lilongwe,MWI,"The country is home to the third-largest lake in Africa, which is sometimes called the Calendar Lake because it is approximately 365 miles long and 52 miles wide.",https://en.wikipedia.org/wiki/Lake_Malawi,"The national flag features a rising sun, symbolizing the dawn of hope and freedom for the continent.",https://en.wikipedia.org/wiki/Flag_of_Malawi,"The country has a unique fish species called the mbuna, which are colorful cichlids found in its largest lake.",https://en.wikipedia.org/wiki/Mbuna,The country is one of the few places where the rare and endangered Mulanje cedar tree grows.,https://en.wikipedia.org/wiki/Widdringtonia_whytei,"The country has a rich tradition of mask-making, with the Nyau masks being used in traditional dances and ceremonies.",https://en.wikipedia.org/wiki/Nyau,"The country is known for its vibrant and colorful chitenje fabric, which is often worn by women as a wrap or skirt.",https://en.wikipedia.org/wiki/Chitenje,"The country has a unique form of traditional music called 'banjo music,' which is played with a homemade banjo-like instrument.",https://en.wikipedia.org/wiki/Music_of_Malawi,"The country is home to the Zomba Plateau, which offers stunning views and is a popular spot for hiking and birdwatching.",https://en.wikipedia.org/wiki/Zomba_Plateau,"The country has a significant population of hippos, especially in its national parks and wildlife reserves.",https://en.wikipedia.org/wiki/Wildlife_of_Malawi,"The country has a unique public holiday called Martyrs' Day, which commemorates those who lost their lives in the struggle for independence.",https://en.wikipedia.org/wiki/Public_holidays_in_Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Asia,Kuala Lumpur,MYS,"The world's largest roundabout is located in Putrajaya, with a diameter of 3.5 kilometers.",https://en.wikipedia.org/wiki/Putrajaya,"The Rafflesia flower, found in the rainforests, is one of the largest flowers in the world and can grow up to 1 meter in diameter.",https://en.wikipedia.org/wiki/Rafflesia,"The country is home to the world's largest cave chamber, Sarawak Chamber, which can accommodate 40 Boeing 747 aircraft.",https://en.wikipedia.org/wiki/Sarawak_Chamber,"The Penang Bridge is one of the longest bridges in Southeast Asia, stretching 13.5 kilometers.",https://en.wikipedia.org/wiki/Penang_Bridge,The country has a unique rotating monarchy system where nine ethnic Malay state rulers take turns as the king for five years.,https://en.wikipedia.org/wiki/Monarchies_of_Malaysia,"The national dish, Nasi Lemak, is considered one of the most delicious foods in the world.",https://en.wikipedia.org/wiki/Nasi_lemak,"The country is one of the world's largest producers of rubber gloves, accounting for about 60% of global production.",https://en.wikipedia.org/wiki/Rubber_glove,The Petronas Towers were the tallest buildings in the world from 1998 to 2004 and remain the tallest twin towers.,https://en.wikipedia.org/wiki/Petronas_Towers,"The country is home to the world's oldest tropical rainforest, Taman Negara, which is over 130 million years old.",https://en.wikipedia.org/wiki/Taman_Negara,"The country has a unique public holiday called Thaipusam, where devotees pierce their bodies with hooks and skewers as a form of penance.",https://en.wikipedia.org/wiki/Thaipusam,The country is one of the few places in the world where you can find the endangered Malayan tiger.,https://en.wikipedia.org/wiki/Malayan_tiger,"The country has a unique fruit called durian, known as the 'king of fruits,' which is famous for its strong odor.",https://en.wikipedia.org/wiki/Durian,The country is home to the world's largest population of the endangered Bornean orangutan.,https://en.wikipedia.org/wiki/Bornean_orangutan,"The country has a unique festival called Hari Merdeka, celebrating independence with parades and fireworks.",https://en.wikipedia.org/wiki/Hari_Merdeka,"The country is one of the world's largest exporters of palm oil, contributing significantly to the global supply.",https://en.wikipedia.org/wiki/Palm_oil_production_in_Malaysia,"The country has a unique traditional dance called the Joget, which is a lively and upbeat dance performed at celebrations.",https://en.wikipedia.org/wiki/Joget,"The country is home to the world's largest tin producer, with a rich history in tin mining.",https://en.wikipedia.org/wiki/Tin_mining_in_Malaysia,"The country has a unique architectural style called Minangkabau, characterized by its curved rooflines resembling buffalo horns.",https://en.wikipedia.org/wiki/Minangkabau_architecture,"The country is home to the world's largest flower garden, the Perdana Botanical Gardens, which features a wide variety of plant species.",https://en.wikipedia.org/wiki/Perdana_Botanical_Gardens,"The country has a unique traditional martial art called Silat, which combines self-defense with artistic expression.",https://en.wikipedia.org/wiki/Silat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Africa,Bamako,MLI,"The country is home to the largest mud brick building in the world, the Great Mosque of Djenné, which is rebuilt every year during a festival.",https://en.wikipedia.org/wiki/Great_Mosque_of_Djenn%C3%A9,"This country has a unique tradition of storytelling called 'Griot,' where oral historians and musicians preserve the history and culture of the people.",https://en.wikipedia.org/wiki/Griot,"The country is known for its annual Festival in the Desert, which celebrates Tuareg culture and music, attracting artists from around the world.",https://en.wikipedia.org/wiki/Festival_in_the_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,Africa,Nouakchott,MRT,"The national flag was changed in 2017 to include red stripes, symbolizing the blood shed for independence.",https://en.wikipedia.org/wiki/Flag_of_Mauritania,"The country is one of the last places where slavery is still practiced, despite being officially abolished in 1981.",https://en.wikipedia.org/wiki/Slavery_in_Mauritania,The Banc d'Arguin National Park is a UNESCO World Heritage site and is a major breeding site for migratory birds.,https://en.wikipedia.org/wiki/Banc_d%27Arguin_National_Park,"The traditional music of the country, known as Moorish music, is characterized by the use of the tidinit, a four-stringed lute.",https://en.wikipedia.org/wiki/Music_of_Mauritania,"The country was one of the last in the world to abolish slavery, officially doing so in 1981, although it was not criminalized until 2007.",https://en.wikipedia.org/wiki/Slavery_in_Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,N. America,Mexico City,MEX,"The world's smallest volcano, Cuexcomate, is located in Puebla and stands at just 13 meters tall.",https://en.wikipedia.org/wiki/Cuexcomate,The Great Pyramid of Cholula is the largest pyramid in terms of volume in the world.,https://en.wikipedia.org/wiki/Great_Pyramid_of_Cholula,"The country is home to the world's largest tamale, known as the zacahuil, which can be up to 3 feet long and weigh over 150 pounds.",https://en.wikipedia.org/wiki/Tamale,The Monarch Butterfly Biosphere Reserve is a UNESCO World Heritage site where millions of monarch butterflies migrate each year.,https://en.wikipedia.org/wiki/Monarch_Butterfly_Biosphere_Reserve,"The country has a rabbit species called the volcano rabbit, which is one of the smallest rabbit species in the world.",https://en.wikipedia.org/wiki/Volcano_rabbit,"The country is the birthplace of the Caesar salad, which was invented by an Italian-American restaurateur in Tijuana.",https://en.wikipedia.org/wiki/Caesar_salad,"The country has a unique festival called the Night of the Radishes, where large radishes are carved into elaborate scenes and displayed.",https://en.wikipedia.org/wiki/Night_of_the_Radishes,"The country is home to the world's largest underwater cave system, Sac Actun, which stretches over 347 kilometers.",https://en.wikipedia.org/wiki/Sac_Actun,"The country has a town called Real de Catorce, which is known for its ghost town atmosphere and was featured in the film 'The Mexican'.",https://en.wikipedia.org/wiki/Real_de_Catorce,"The country is the origin of the word 'chocolate', which comes from the Nahuatl word 'xocolatl'.",https://en.wikipedia.org/wiki/Chocolate,"The country has a unique wrestling style known as Lucha Libre, characterized by colorful masks and acrobatic techniques.",https://en.wikipedia.org/wiki/Lucha_libre,"The country is home to the world's smallest dog breed, the Chihuahua.",https://en.wikipedia.org/wiki/Chihuahua_(dog),"The country has a unique dish called escamoles, which are ant larvae considered a delicacy.",https://en.wikipedia.org/wiki/Escamol,"The country has a town named Tequila, which is the birthplace of the famous alcoholic beverage of the same name.",https://en.wikipedia.org/wiki/Tequila,"The country has a unique sport called Ulama, which is a descendant of the ancient Mesoamerican ballgame.",https://en.wikipedia.org/wiki/Ulama_(game),"The country is home to the world's largest pyramid by base area, the Great Pyramid of Cholula.",https://en.wikipedia.org/wiki/Great_Pyramid_of_Cholula,"The country has a unique holiday called the Day of the Dead, which celebrates deceased loved ones with colorful altars and offerings.",https://en.wikipedia.org/wiki/Day_of_the_Dead,"The country has a unique breed of hairless dog known as the Xoloitzcuintli, which dates back to ancient times.",https://en.wikipedia.org/wiki/Xoloitzcuintli,"The country is home to the world's largest monolith, the Peña de Bernal, which is over 10 million years old.",https://en.wikipedia.org/wiki/Pe%C3%B1a_de_Bernal,"The country has a unique dish called huitlacoche, which is a corn fungus considered a delicacy.",https://en.wikipedia.org/wiki/Huitlacoche,"The country has a unique festival called the Guelaguetza, which is a celebration of indigenous culture and traditions.",https://en.wikipedia.org/wiki/Guelaguetza,"The country is home to the world's largest bullring, the Plaza de Toros México, which can seat over 41,000 spectators.",https://en.wikipedia.org/wiki/Plaza_de_Toros_M%C3%A9xico,"The country has a unique type of wrestling called Lucha Libre, known for its colorful masks and high-flying maneuvers.",https://en.wikipedia.org/wiki/Lucha_libre,"The country has a unique type of music called Mariachi, which is recognized by UNESCO as an Intangible Cultural Heritage.",https://en.wikipedia.org/wiki/Mariachi,"The country is home to the world's largest pyramid by volume, the Great Pyramid of Cholula.",https://en.wikipedia.org/wiki/Great_Pyramid_of_Cholula,"The country has a unique type of dance called Jarabe Tapatío, also known as the Mexican Hat Dance.",https://en.wikipedia.org/wiki/Jarabe_Tapat%C3%ADo,"The country has a unique type of art called Alebrijes, which are brightly colored folk art sculptures of fantastical creatures.",https://en.wikipedia.org/wiki/Alebrije,"The country is home to the world's largest underwater cave system, Sac Actun, which is over 347 kilometers long.",https://en.wikipedia.org/wiki/Sac_Actun,"The country has a unique type of bread called Pan de Muerto, which is traditionally baked for the Day of the Dead celebrations.",https://en.wikipedia.org/wiki/Pan_de_muerto,"The country has a unique type of soup called Pozole, which is made from hominy and meat, often served during celebrations.",https://en.wikipedia.org/wiki/Pozole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,Asia,Ulaanbaatar,MNG,"This country is home to the world's largest horse race, the Naadam Festival, which features a race of over 1,000 kilometers.",https://en.wikipedia.org/wiki/Naadam#Horse_racing,"The country has a unique tradition of throat singing, known as 'khoomei', which allows singers to produce multiple pitches simultaneously.",https://en.wikipedia.org/wiki/Khoomei,"This country has a festival dedicated to the reindeer herders of the Taiga, where they celebrate their unique culture and lifestyle.",https://en.wikipedia.org/wiki/Reindeer_husbandry_in_Mongolia,"The country has a unique form of wrestling called 'Bökh', which has no weight classes and allows for a variety of techniques.",https://en.wikipedia.org/wiki/B%C3%B6kh,"This country is known for its vast steppes, where the annual migration of the nomadic herders is a significant cultural event.",https://en.wikipedia.org/wiki/Nomadic_pastoralism_in_Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Europe,Podgorica,MNE,"The country has a region known as the 'Black Mountain,' which is a literal translation of its name.",https://en.wikipedia.org/wiki/Montenegro#Etymology,"It is home to one of the world's most beautiful and well-preserved medieval towns, Kotor, which is a UNESCO World Heritage Site.",https://en.wikipedia.org/wiki/Kotor,"The country has a unique dance called the Oro, which involves forming a circle and imitating the flight of an eagle.",https://en.wikipedia.org/wiki/Oro_(dance),It is one of the few countries in the world where you can find both Mediterranean and alpine climates within a short distance.,https://en.wikipedia.org/wiki/Geography_of_Montenegro,"The Tara River Canyon, located here, is the second deepest canyon in the world after the Grand Canyon.",https://en.wikipedia.org/wiki/Tara_River_Canyon,"The country has a national park, Durmitor, which is home to Europe's last virgin forest.",https://en.wikipedia.org/wiki/Durmitor_National_Park,"It has a unique tradition of 'Njeguški pršut,' a type of smoked ham that is a local delicacy.",https://en.wikipedia.org/wiki/Njegu%C5%A1ki_pr%C5%A1ut,"The country is known for its 'Our Lady of the Rocks,' an artificial island created by sinking old ships and depositing stones.",https://en.wikipedia.org/wiki/Our_Lady_of_the_Rocks,"It has a small village called 'Crkvice,' which is known as one of the rainiest places in Europe.",https://en.wikipedia.org/wiki/Crkvice,The country has a unique law that allows citizens to own land on the moon.,https://en.wikipedia.org/wiki/Montenegro#Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Africa,Rabat,MAR,"The country is home to the world's largest desert, the Sahara, which covers much of the eastern part of the country.",https://en.wikipedia.org/wiki/Sahara,"The national drink is mint tea, which is often served with a lot of sugar and is a symbol of hospitality.",https://en.wikipedia.org/wiki/Moroccan_tea_culture,"The country has a unique blue city called Chefchaouen, known for its striking, blue-washed buildings.",https://en.wikipedia.org/wiki/Chefchaouen,"The country is one of the world's largest producers of phosphates, a key ingredient in fertilizers.",https://en.wikipedia.org/wiki/Economy_of_Morocco,"The country has a tradition of Fantasia, a performance art that involves a group of horse riders wearing traditional clothing and charging while firing rifles.",https://en.wikipedia.org/wiki/Fantasia_(performance),"The country is home to the Barbary macaque, the only species of macaque found outside Asia.",https://en.wikipedia.org/wiki/Barbary_macaque,"The country has a unique architectural style known as Moorish architecture, characterized by horseshoe arches and intricate tile work.",https://en.wikipedia.org/wiki/Moorish_architecture,"The country is famous for its leather tanneries, particularly in the city of Fez, where traditional methods are still used.","https://en.wikipedia.org/wiki/Fez,_Morocco#Tanneries","The country has a unique festival called the Imilchil Marriage Festival, where members of the Berber tribes gather to find potential spouses.",https://en.wikipedia.org/wiki/Imilchil_Marriage_Festival,"The country is known for its argan oil, which is used in cooking and cosmetics and is produced from the nuts of the argan tree endemic to the region.",https://en.wikipedia.org/wiki/Argan_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Africa,Maputo,MOZ,"Home to the world's largest population of dugongs, a marine mammal also known as the sea cow.",https://en.wikipedia.org/wiki/Dugong#Conservation,The country has a unique tradition of using a type of traditional dance called 'Marrabenta' that originated in the urban areas of Maputo.,https://en.wikipedia.org/wiki/Marrabenta,"Mozambique is known for its vibrant and colorful markets, where you can find everything from fresh seafood to handmade crafts.",https://en.wikipedia.org/wiki/Market_(place),"The country has a unique species of freshwater fish called the 'Mozambique tilapia', which is popular in aquaculture.",https://en.wikipedia.org/wiki/Oreochromis_mossambicus,"Mozambique is home to the Gorongosa National Park, which is known for its diverse wildlife and was once a hunting ground for the Portuguese nobility.",https://en.wikipedia.org/wiki/Gorongosa_National_Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,Asia,Naypyidaw,MMR,"It is home to the world's largest book, which is made up of 729 marble slabs inscribed with Buddhist scriptures.",https://en.wikipedia.org/wiki/World%27s_largest_book,"The country has a unique tradition of 'monk ordination' where boys as young as 10 can become novice monks for a short period, often as a rite of passage.",https://en.wikipedia.org/wiki/Monasticism_in_Burma,"The country has a festival called the 'Taunggyi Balloon Festival' where hot air balloons are launched, some of which are filled with fireworks.",https://en.wikipedia.org/wiki/Taunggyi_Balloon_Festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,Africa,Windhoek,NAM,The country is home to the world's largest population of free-roaming cheetahs.,https://en.wikipedia.org/wiki/Wildlife_of_Namibia,"It has the largest underground lake in the world, the Dragon's Breath Cave.",https://en.wikipedia.org/wiki/Dragon%27s_Breath_Cave,The country is one of the least densely populated countries in the world.,https://en.wikipedia.org/wiki/Demographics_of_Namibia,It is the first country in the world to incorporate environmental protection into its constitution.,https://en.wikipedia.org/wiki/Constitution_of_Namibia,"The country is home to the world's oldest desert, the Namib Desert.",https://en.wikipedia.org/wiki/Namib_Desert,"It has a unique geographical feature known as the Skeleton Coast, famous for its shipwrecks.",https://en.wikipedia.org/wiki/Skeleton_Coast,The country has one of the largest populations of free-roaming black rhinos.,https://en.wikipedia.org/wiki/Wildlife_of_Namibia,It is one of the few countries in the world where the desert meets the ocean.,https://en.wikipedia.org/wiki/Geography_of_Namibia,"The country has a unique natural phenomenon known as the Fairy Circles, mysterious circular patches in the desert.",https://en.wikipedia.org/wiki/Fairy_circle_(Africa),"It is home to the world's largest meteorite shower, the Gibeon meteorite field.",https://en.wikipedia.org/wiki/Gibeon_meteorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,Asia,Kathmandu,NPL,"The only non-rectangular national flag in the world, consisting of two stacked triangles.",https://en.wikipedia.org/wiki/Flag_of_Nepal,"Home to the world's deepest gorge, Kali Gandaki Gorge, which is over 6,000 meters deep.",https://en.wikipedia.org/wiki/Kali_Gandaki_Gorge,"The birthplace of Siddhartha Gautama, who later became known as Buddha.",https://en.wikipedia.org/wiki/Lumbini,"Has a living goddess known as the Kumari, a prepubescent girl considered to be the physical embodiment of the divine female energy.",https://en.wikipedia.org/wiki/Kumari_(goddess),"The only country with a calendar that is approximately 57 years ahead of the Gregorian calendar, known as the Bikram Sambat.",https://en.wikipedia.org/wiki/Vikram_Samvat,"Home to the highest lake on earth, Tilicho Lake, situated at an altitude of 4,919 meters.",https://en.wikipedia.org/wiki/Tilicho_Lake,The only country in the world where the cow is the national animal and killing one is illegal.,https://en.wikipedia.org/wiki/National_symbols_of_Nepal,"Has a unique tradition of sky burials, where the deceased are left on a mountaintop to decompose or be eaten by birds.",https://en.wikipedia.org/wiki/Sky_burial,The only country in the world with a non-quadrilateral flag and a national anthem that does not mention the country's name.,https://en.wikipedia.org/wiki/Nepalese_national_anthem,"Home to the world's highest peak, Mount Everest, which is 8,848 meters tall.",https://en.wikipedia.org/wiki/Mount_Everest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Europe,Amsterdam,NLD,"The country is home to the world's largest flower auction, the Aalsmeer Flower Auction.",https://en.wikipedia.org/wiki/Aalsmeer_Flower_Auction,"The country has more bicycles than people, with an estimated 23 million bicycles for a population of 17 million.",https://en.wikipedia.org/wiki/Cycling_in_the_Netherlands,"The country is known for its windmills, with over 1,000 still standing today.",https://en.wikipedia.org/wiki/Windmills_in_the_Netherlands,"The country has the highest museum density in the world, with nearly 1,000 museums.",https://en.wikipedia.org/wiki/List_of_museums_in_the_Netherlands,"The country is the world's second-largest exporter of beer, after Mexico.",https://en.wikipedia.org/wiki/Beer_in_the_Netherlands,"The country has a tradition of 'Sinterklaas' which is celebrated on December 5th, and is said to have inspired the modern Santa Claus.",https://en.wikipedia.org/wiki/Sinterklaas,"The country is famous for its cheese markets, with the Alkmaar Cheese Market being one of the most popular.",https://en.wikipedia.org/wiki/Alkmaar_Cheese_Market,"The country has a unique form of government called a 'consociational democracy', which emphasizes power-sharing and coalition-building.",https://en.wikipedia.org/wiki/Consociationalism,"The country is home to the world's oldest stock exchange, established in 1602.",https://en.wikipedia.org/wiki/Amsterdam_Stock_Exchange,"The country has a national holiday called 'King's Day', celebrated with nationwide street parties and flea markets.",https://en.wikipedia.org/wiki/Koningsdag,"The country is known for its extensive canal systems, with Amsterdam alone having over 100 kilometers of canals.",https://en.wikipedia.org/wiki/Canals_of_Amsterdam,"The country has a unique tradition of 'koekhappen', a game where participants try to bite a piece of cake hanging from a string without using their hands.",https://en.wikipedia.org/wiki/Koekhappen,"The country is one of the world's largest exporters of tulips, with the flower being a major symbol of the nation.",https://en.wikipedia.org/wiki/Tulip,"The country has a unique form of public transportation called 'water taxis', which operate in cities with extensive canal systems.",https://en.wikipedia.org/wiki/Water_taxi,"The country is home to the world's largest artificial island, Flevoland, which was created through land reclamation.",https://en.wikipedia.org/wiki/Flevoland,"The country has a tradition of 'Elfstedentocht', a long-distance skating event that takes place on natural ice along a 200-kilometer route.",https://en.wikipedia.org/wiki/Elfstedentocht,"The country is known for its 'polder' landscapes, which are areas of reclaimed land protected by dikes.",https://en.wikipedia.org/wiki/Polder,"The country has a unique form of architecture called 'Amsterdam School', characterized by its use of brick and decorative elements.",https://en.wikipedia.org/wiki/Amsterdam_School,"The country is home to the world's largest flower garden, Keukenhof, which attracts over a million visitors annually.",https://en.wikipedia.org/wiki/Keukenhof,"The country has a tradition of 'gezelligheid', a cultural concept that emphasizes coziness and conviviality.",https://en.wikipedia.org/wiki/Gezelligheid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,Australia,Wellington,NZL,"The country is home to the world's smallest dolphin species, the Hector's dolphin.",https://en.wikipedia.org/wiki/Hector%27s_dolphin,The country has more species of penguins than any other nation.,https://en.wikipedia.org/wiki/Penguins,The country is the only place in the world where you can find the flightless bird called the Kiwi.,https://en.wikipedia.org/wiki/Kiwi_(bird),The country has a hill with the longest place name in the world: Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu.,https://en.wikipedia.org/wiki/Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu,The country was the first to grant women the right to vote in 1893.,https://en.wikipedia.org/wiki/Women%27s_suffrage_in_New_Zealand,The country has no native land mammals except for bats.,https://en.wikipedia.org/wiki/Fauna_of_New_Zealand,"The country is home to the world's largest parrot, the Kakapo.",https://en.wikipedia.org/wiki/Kakapo,"The country has a national wizard, officially appointed by the government.",https://en.wikipedia.org/wiki/Wizard_of_New_Zealand,The country is the setting for the fictional Middle-earth in the Lord of the Rings films.,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings_(film_series),The country has a unique species of glowworm found in its caves.,https://en.wikipedia.org/wiki/Arachnocampa_luminosa,"The country has a town with a population of only one person, called Whangamomona.",https://en.wikipedia.org/wiki/Whangamomona,The country has a unique legal system where the indigenous Maori have special rights and representation.,https://en.wikipedia.org/wiki/M%C4%81ori_people,"The country has a national rugby team known as the All Blacks, famous for their pre-game haka.",https://en.wikipedia.org/wiki/All_Blacks,"The country has a unique tree called the Kauri, which can live for over 2,000 years.",https://en.wikipedia.org/wiki/Agathis_australis,"The country is home to the world's steepest residential street, Baldwin Street.",https://en.wikipedia.org/wiki/Baldwin_Street,"The country has a unique bird called the Takahe, once thought to be extinct.",https://en.wikipedia.org/wiki/South_Island_takahe,"The country has a unique legal status for its indigenous language, Te Reo Maori, which is an official language.",https://en.wikipedia.org/wiki/M%C4%81ori_language,"The country has a unique geological feature called the Pink and White Terraces, which were destroyed by a volcanic eruption.",https://en.wikipedia.org/wiki/Pink_and_White_Terraces,"The country has a unique cultural festival called the Pasifika Festival, celebrating Pacific Island cultures.",https://en.wikipedia.org/wiki/Pasifika_Festival,"The country has a unique species of reptile called the Tuatara, which is a living fossil.",https://en.wikipedia.org/wiki/Tuatara,The country has a unique tradition of sheep shearing competitions.,https://en.wikipedia.org/wiki/Golden_Shears,"The country has a unique bird called the Kea, known for its intelligence and curiosity.",https://en.wikipedia.org/wiki/Kea,"The country has a unique geological feature called the Moeraki Boulders, spherical stones on the beach.",https://en.wikipedia.org/wiki/Moeraki_Boulders,The country has a unique tradition of gumboot throwing competitions.,https://en.wikipedia.org/wiki/Gumboot_throwing,"The country has a unique species of giant weta, one of the heaviest insects in the world.",https://en.wikipedia.org/wiki/Giant_weta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
